"Date","Time","Temp","SpCond","Cond","Resist","TDS","Sal","Press","Depth","pH","pH","Chl","Chl","Turbid+","ODOsat","ODO","Battery"
"2019/11/21","16:49:13",13.24,47052,36486,27.4075,30.58,30.57,17.204,2.063,7.83,-66.5,-0.05,-0.01,5.3,88.7,7.68,12.4
"2019/11/21","16:55:13",13.27,46962,36437,27.4449,30.52,30.51,17.209,2.067,7.83,-66.4,0.03,0.01,5.3,88.8,7.69,12.4
"2019/11/21","17:01:13",13.28,46930,36425,27.4538,30.50,30.48,17.215,2.071,7.83,-66.3,-0.23,-0.05,4.0,88.4,7.66,12.4
"2019/11/21","17:07:13",13.26,47020,36479,27.4134,30.56,30.55,17.224,2.077,7.83,-66.3,0.80,0.18,5.0,88.3,7.65,12.3
"2019/11/21","17:13:13",13.25,47099,36529,27.3752,30.61,30.60,17.230,2.081,7.83,-66.3,-0.36,-0.08,7.3,88.5,7.67,12.4
"2019/11/21","17:19:13",13.23,47198,36588,27.3314,30.67,30.68,17.235,2.084,7.82,-66.0,-0.23,-0.05,4.3,88.4,7.66,12.3
"2019/11/21","17:25:13",13.23,47187,36583,27.3350,30.67,30.67,17.238,2.087,7.83,-66.3,-0.05,-0.01,4.4,88.5,7.66,12.4
"2019/11/21","17:31:13",13.23,47192,36585,27.3336,30.67,30.67,17.241,2.088,7.83,-66.2,-0.26,-0.06,4.3,88.4,7.66,12.4
"2019/11/21","17:37:13",13.22,47252,36619,27.3081,30.71,30.71,17.243,2.090,7.83,-66.3,0.07,0.01,4.0,88.3,7.65,12.3
"2019/11/21","17:43:13",13.20,47329,36663,27.2753,30.76,30.77,17.244,2.090,7.83,-66.3,-1.08,-0.25,4.5,88.5,7.67,12.4
"2019/11/21","17:49:13",13.17,47499,36763,27.2014,30.87,30.89,17.246,2.091,7.83,-66.5,-0.05,-0.01,3.6,88.3,7.65,12.4
"2019/11/21","17:55:13",13.17,47442,36726,27.2289,30.83,30.85,17.245,2.091,7.83,-66.4,-0.38,-0.09,4.3,88.3,7.65,12.4
"2019/11/21","18:01:14",13.16,47536,36786,27.1841,30.89,30.92,17.243,2.089,7.83,-66.3,0.04,0.01,4.8,88.2,7.64,12.5
"2019/11/21","18:07:14",13.12,47735,36903,27.0978,31.02,31.06,17.240,2.087,7.83,-66.5,0.51,0.12,4.7,88.2,7.64,12.4
"2019/11/21","18:13:13",13.13,47693,36879,27.1157,31.00,31.03,17.237,2.085,7.83,-66.3,-0.71,-0.16,6.1,88.2,7.64,12.4
"2019/11/21","18:19:13",13.15,47577,36811,27.1661,30.92,30.95,17.232,2.082,7.83,-66.2,0.29,0.06,5.3,88.2,7.64,12.3
"2019/11/21","18:25:13",13.18,47391,36692,27.2536,30.80,30.81,17.227,2.078,7.83,-66.1,-0.73,-0.17,5.9,87.9,7.61,12.4
"2019/11/21","18:31:13",13.22,47221,36598,27.3241,30.69,30.69,17.220,2.074,7.83,-66.2,-0.69,-0.16,7.9,87.9,7.61,12.4
"2019/11/21","18:37:13",13.22,47133,36525,27.3782,30.63,30.63,17.215,2.071,7.83,-66.3,0.71,0.16,8.4,87.7,7.60,12.4
"2019/11/21","18:43:13",13.23,47066,36482,27.4104,30.59,30.58,17.211,2.068,7.84,-66.8,-0.63,-0.15,7.9,87.8,7.61,12.4
"2019/11/21","18:49:13",13.28,46719,36258,27.5802,30.36,30.33,17.204,2.064,7.83,-66.3,-0.17,-0.04,9.0,87.7,7.60,12.4
"2019/11/21","18:55:13",13.24,47083,36504,27.3943,30.60,30.59,17.200,2.060,7.83,-66.3,0.39,0.09,10.6,87.4,7.57,12.4
"2019/11/21","19:01:13",13.33,46312,35987,27.7875,30.10,30.04,17.189,2.053,7.83,-66.2,-0.28,-0.07,18.8,88.4,7.67,12.4
"2019/11/21","19:07:13",13.37,45987,35771,27.9559,29.89,29.81,17.181,2.049,7.82,-66.0,0.40,0.09,15.5,88.7,7.70,12.4
"2019/11/21","19:13:13",13.32,46377,36031,27.7536,30.14,30.09,17.175,2.044,7.83,-66.3,1.14,0.26,14.4,88.6,7.69,12.4
"2019/11/21","19:19:13",13.39,45870,35699,28.0118,29.81,29.72,17.165,2.037,7.83,-66.2,0.97,0.22,14.7,89.1,7.73,12.4
"2019/11/21","19:25:13",13.56,44777,34993,28.5770,29.10,28.94,17.150,2.029,7.83,-66.2,0.52,0.12,12.5,90.2,7.84,12.4
"2019/11/21","19:31:13",13.63,44501,34835,28.7067,28.92,28.75,17.142,2.023,7.82,-66.1,0.56,0.13,12.6,90.6,7.87,12.4
"2019/11/21","19:37:13",13.64,44313,34698,28.8199,28.80,28.61,17.135,2.019,7.83,-66.3,0.82,0.19,14.8,91.3,7.94,12.4
"2019/11/21","19:43:13",13.77,43523,34188,29.2504,28.29,28.05,17.123,2.011,7.83,-66.3,1.53,0.35,11.1,92.3,8.04,12.4
"2019/11/21","19:49:13",13.79,43569,34243,29.2029,28.32,28.09,17.118,2.008,7.83,-66.2,1.01,0.23,12.0,92.7,8.06,12.3
"2019/11/21","19:55:14",13.82,43438,34160,29.2738,28.23,27.99,17.114,2.005,7.82,-66.0,0.71,0.16,12.8,92.1,8.01,12.4
"2019/11/21","20:01:13",13.86,42911,33778,29.6047,27.89,27.62,17.108,2.002,7.82,-66.0,0.77,0.17,11.9,92.2,8.03,12.4
"2019/11/21","20:07:13",13.90,42404,33412,29.9292,27.56,27.26,17.102,1.998,7.81,-65.4,1.80,0.41,9.7,92.0,8.03,12.4
"2019/11/21","20:13:13",13.92,42137,33221,30.1017,27.38,27.07,17.099,1.996,7.81,-65.4,0.53,0.12,10.1,91.7,8.01,12.4
"2019/11/21","20:19:13",13.91,42281,33322,30.0099,27.48,27.17,17.094,1.993,7.81,-65.4,0.66,0.15,12.2,91.6,7.99,12.4
"2019/11/21","20:25:13",13.88,42551,33515,29.8377,27.65,27.36,17.091,1.990,7.80,-65.0,0.61,0.14,11.9,91.3,7.97,12.4
"2019/11/21","20:31:13",13.84,42900,33757,29.6236,27.88,27.61,17.089,1.989,7.81,-65.4,0.87,0.20,11.8,90.9,7.92,12.4
"2019/11/21","20:37:13",13.87,42858,33748,29.6313,27.85,27.58,17.084,1.986,7.81,-65.2,0.00,0.00,10.8,91.0,7.93,12.4
"2019/11/21","20:43:13",13.89,42903,33798,29.5876,27.88,27.61,17.074,1.978,7.81,-65.2,0.60,0.14,11.7,91.2,7.94,12.4
"2019/11/21","20:49:13",13.96,42476,33516,29.8368,27.60,27.31,17.066,1.973,7.81,-65.1,0.33,0.08,10.9,91.5,7.97,12.4
"2019/11/21","20:55:13",13.94,42419,33455,29.8908,27.57,27.27,17.064,1.972,7.80,-65.0,1.88,0.43,11.9,91.4,7.97,12.4
"2019/11/21","21:01:14",13.92,42510,33517,29.8359,27.63,27.33,17.059,1.968,7.80,-65.0,0.53,0.12,11.2,91.4,7.96,12.5
"2019/11/21","21:07:14",13.91,42564,33545,29.8107,27.66,27.37,17.053,1.964,7.81,-65.1,0.61,0.14,9.5,91.6,7.98,12.5
"2019/11/21","21:13:13",13.91,42578,33558,29.7994,27.67,27.38,17.047,1.960,7.81,-65.1,0.78,0.18,9.0,91.6,7.98,12.4
"2019/11/21","21:19:13",13.95,42543,33564,29.7934,27.65,27.36,17.040,1.955,7.80,-64.9,0.74,0.17,9.0,91.5,7.97,12.5
"2019/11/21","21:25:13",13.91,42644,33608,29.7544,27.71,27.43,17.036,1.952,7.80,-64.8,0.45,0.10,8.3,91.2,7.95,12.4
"2019/11/21","21:31:13",13.92,42633,33610,29.7527,27.71,27.42,17.031,1.949,7.80,-64.8,-0.69,-0.16,8.2,91.2,7.94,12.4
"2019/11/21","21:37:13",13.91,42650,33618,29.7458,27.72,27.43,17.027,1.946,7.80,-64.7,-0.18,-0.04,7.9,91.3,7.95,12.4
"2019/11/21","21:43:13",13.93,42631,33617,29.7466,27.71,27.42,17.021,1.942,7.80,-64.8,0.41,0.09,10.2,91.6,7.98,12.6
"2019/11/21","21:49:13",13.91,42660,33626,29.7389,27.72,27.44,17.017,1.939,7.80,-64.6,1.51,0.35,9.5,91.4,7.96,12.4
"2019/11/21","21:55:13",13.89,42711,33651,29.7164,27.76,27.48,17.013,1.937,7.79,-64.3,0.30,0.07,8.3,90.7,7.90,12.4
"2019/11/21","22:01:13",13.89,42744,33673,29.6975,27.78,27.50,17.011,1.935,7.79,-64.3,-0.60,-0.14,7.5,90.7,7.90,12.4
"2019/11/21","22:07:14",13.91,42722,33674,29.6966,27.76,27.48,17.008,1.933,7.79,-64.4,-0.41,-0.10,6.9,90.9,7.91,12.5
"2019/11/21","22:13:13",13.96,42595,33612,29.7510,27.68,27.40,17.006,1.932,7.80,-64.5,0.83,0.19,7.9,91.2,7.94,12.4
"2019/11/21","22:19:13",13.94,42640,33635,29.7311,27.71,27.43,17.009,1.933,7.80,-64.6,0.41,0.09,8.6,91.6,7.97,12.4
"2019/11/21","22:25:13",14.00,42429,33515,29.8377,27.57,27.28,17.007,1.932,7.79,-64.4,0.23,0.05,7.2,91.4,7.96,12.4
"2019/11/21","22:31:13",13.96,42615,33628,29.7371,27.70,27.41,17.008,1.933,7.79,-64.5,0.84,0.19,8.2,91.2,7.94,12.4
"2019/11/21","22:37:13",13.97,42575,33604,29.7579,27.67,27.38,17.009,1.934,7.79,-64.5,1.43,0.33,7.7,91.4,7.96,12.4
"2019/11/21","22:43:13",13.96,42555,33585,29.7752,27.66,27.37,17.010,1.934,7.79,-64.4,-0.15,-0.04,9.1,91.1,7.93,12.4
"2019/11/21","22:49:13",13.95,42551,33574,29.7847,27.65,27.36,17.013,1.937,7.79,-64.2,-0.31,-0.07,8.0,90.7,7.90,12.4
"2019/11/21","22:55:13",13.94,42514,33535,29.8194,27.63,27.34,17.016,1.939,7.79,-64.3,0.92,0.21,7.9,90.7,7.90,12.4
"2019/11/21","23:01:14",13.95,42462,33503,29.8481,27.60,27.30,17.019,1.941,7.79,-64.1,0.23,0.05,6.8,90.5,7.89,12.4
"2019/11/21","23:07:13",13.95,42477,33513,29.8394,27.61,27.31,17.021,1.942,7.79,-64.1,0.39,0.09,7.0,90.7,7.90,12.3
"2019/11/21","23:13:13",13.96,42450,33500,29.8507,27.59,27.29,17.025,1.945,7.79,-64.3,0.52,0.12,8.5,91.2,7.94,12.4
"2019/11/21","23:19:13",13.97,42451,33509,29.8429,27.59,27.29,17.028,1.947,7.79,-64.4,0.04,0.01,6.6,91.2,7.95,12.3
"2019/11/21","23:25:13",13.97,42440,33500,29.8507,27.58,27.29,17.033,1.950,7.79,-64.5,1.29,0.30,6.1,91.4,7.96,12.4
"2019/11/21","23:31:13",13.97,42407,33474,29.8742,27.56,27.26,17.039,1.955,7.79,-64.5,0.99,0.23,5.4,91.2,7.94,12.4
"2019/11/21","23:37:14",14.02,42252,33393,29.9467,27.46,27.15,17.044,1.958,7.80,-64.5,1.10,0.25,5.4,91.8,7.99,12.5
"2019/11/21","23:43:13",13.96,42415,33472,29.8760,27.57,27.27,17.052,1.964,7.79,-64.3,0.85,0.19,6.2,91.0,7.93,12.3
"2019/11/21","23:49:13",13.97,42367,33438,29.9056,27.53,27.23,17.059,1.969,7.79,-64.3,1.27,0.29,7.9,91.2,7.95,12.4
"2019/11/21","23:55:13",14.01,42240,33375,29.9625,27.45,27.14,17.062,1.970,7.79,-64.4,0.94,0.22,6.4,91.6,7.98,12.4
"2019/11/22","00:01:13",14.01,42243,33379,29.9590,27.45,27.15,17.069,1.976,7.79,-64.4,1.31,0.30,6.1,91.5,7.97,12.4
"2019/11/22","00:07:13",13.98,42330,33424,29.9187,27.51,27.21,17.079,1.982,7.79,-64.4,0.92,0.21,6.0,91.3,7.95,12.4
"2019/11/22","00:13:13",13.99,42299,33403,29.9371,27.49,27.18,17.088,1.989,7.79,-64.4,0.44,0.10,6.1,91.3,7.96,12.4
"2019/11/22","00:19:14",13.97,42357,33436,29.9082,27.53,27.23,17.099,1.996,7.79,-64.5,1.91,0.44,7.5,91.2,7.95,12.5
"2019/11/22","00:25:13",13.97,42338,33421,29.9214,27.52,27.21,17.106,2.001,7.80,-64.6,0.77,0.18,8.6,91.3,7.95,12.4
"2019/11/22","00:31:13",13.96,42351,33425,29.9179,27.52,27.22,17.115,2.007,7.80,-64.5,0.72,0.17,6.4,91.2,7.95,12.4
"2019/11/22","00:37:13",13.95,42336,33403,29.9371,27.51,27.21,17.124,2.014,7.80,-64.5,1.24,0.28,6.0,91.0,7.94,12.4
"2019/11/22","00:43:13",13.95,42303,33372,29.9651,27.49,27.19,17.132,2.019,7.80,-64.9,1.60,0.37,5.6,91.3,7.97,12.4
"2019/11/22","00:49:13",13.94,42272,33344,29.9906,27.47,27.16,17.140,2.024,7.80,-65.0,0.82,0.19,6.4,91.2,7.95,12.4
"2019/11/22","00:55:14",13.93,42261,33328,30.0046,27.46,27.16,17.147,2.029,7.81,-65.1,1.39,0.32,5.8,91.2,7.96,12.4
"2019/11/22","01:01:14",13.92,42254,33314,30.0170,27.46,27.15,17.153,2.034,7.81,-65.1,1.54,0.35,5.9,91.1,7.95,12.4
"2019/11/22","01:07:13",13.91,42243,33296,30.0337,27.45,27.14,17.159,2.038,7.81,-65.1,1.15,0.26,5.7,91.0,7.95,12.4
"2019/11/22","01:13:13",13.91,42265,33316,30.0152,27.47,27.16,17.164,2.041,7.80,-65.0,1.10,0.25,5.4,90.6,7.91,12.5
"2019/11/22","01:19:13",13.91,42294,33336,29.9976,27.49,27.18,17.168,2.044,7.80,-64.9,1.39,0.32,7.0,90.5,7.90,12.4
"2019/11/22","01:25:13",13.90,42304,33338,29.9959,27.49,27.19,17.174,2.048,7.80,-64.9,1.48,0.34,5.6,90.5,7.90,12.4
"2019/11/22","01:31:13",13.90,42323,33352,29.9836,27.51,27.20,17.180,2.052,7.80,-64.9,2.19,0.50,5.9,90.5,7.90,12.4
"2019/11/22","01:37:13",13.90,42302,33331,30.0020,27.49,27.19,17.184,2.055,7.80,-64.6,1.63,0.37,5.3,90.0,7.86,12.4
"2019/11/22","01:43:13",13.86,42669,33593,29.7683,27.73,27.45,17.191,2.060,7.80,-64.8,1.18,0.27,5.5,90.0,7.85,12.5
"2019/11/22","01:49:13",13.83,42950,33790,29.5945,27.91,27.65,17.197,2.063,7.81,-65.1,0.30,0.07,4.8,90.4,7.88,12.4
"2019/11/22","01:55:13",13.80,43118,33893,29.5049,28.02,27.76,17.204,2.068,7.81,-65.4,0.04,0.01,4.7,90.6,7.90,12.4
"2019/11/22","02:01:14",13.76,43436,34112,29.3149,28.23,27.99,17.211,2.072,7.81,-65.3,1.32,0.30,4.4,90.6,7.90,12.5
"2019/11/22","02:07:13",13.75,43593,34223,29.2204,28.33,28.10,17.219,2.077,7.81,-65.4,1.62,0.37,4.3,90.1,7.84,12.4
"2019/11/22","02:13:13",13.66,44365,34756,28.7721,28.83,28.65,17.227,2.082,7.82,-66.0,0.55,0.13,3.7,90.4,7.86,12.4
"2019/11/22","02:19:13",13.59,44973,35172,28.4318,29.23,29.09,17.234,2.087,7.83,-66.3,2.07,0.47,4.0,90.4,7.85,12.4
"2019/11/22","02:25:13",13.56,45189,35316,28.3154,29.37,29.24,17.241,2.091,7.83,-66.5,0.72,0.16,3.7,90.5,7.85,12.4
"2019/11/22","02:31:13",13.54,45372,35444,28.2132,29.49,29.37,17.246,2.094,7.83,-66.5,1.45,0.33,3.8,90.3,7.84,12.4
"2019/11/22","02:37:13",13.51,45648,35626,28.0694,29.67,29.57,17.252,2.098,7.84,-66.8,1.69,0.39,5.0,90.3,7.83,12.4
"2019/11/22","02:43:14",13.52,45500,35526,28.1481,29.57,29.46,17.257,2.102,7.83,-66.6,1.59,0.37,4.0,90.2,7.82,12.5
"2019/11/22","02:49:14",13.53,45496,35525,28.1488,29.57,29.46,17.262,2.105,7.83,-66.6,-0.48,-0.11,4.4,90.2,7.82,12.5
"2019/11/22","02:55:14",13.51,45676,35651,28.0494,29.69,29.59,17.269,2.109,7.84,-66.8,1.13,0.26,4.5,90.4,7.84,12.5
"2019/11/22","03:01:14",13.47,45972,35852,27.8927,29.88,29.80,17.275,2.114,7.84,-66.9,0.43,0.10,3.5,90.3,7.82,12.5
"2019/11/22","03:07:14",13.43,46383,36131,27.6771,30.14,30.09,17.284,2.119,7.84,-67.1,0.98,0.22,4.7,90.2,7.81,12.4
"2019/11/22","03:13:13",13.44,46296,36072,27.7221,30.09,30.03,17.290,2.123,7.84,-66.8,1.35,0.31,3.5,90.0,7.79,12.4
"2019/11/22","03:19:13",13.43,46333,36095,27.7048,30.11,30.06,17.298,2.129,7.84,-67.0,1.83,0.42,3.7,89.9,7.79,12.4
"2019/11/22","03:25:14",13.43,46259,36038,27.7484,30.06,30.00,17.302,2.132,7.84,-66.9,1.28,0.29,3.6,89.8,7.78,12.5
"2019/11/22","03:31:14",13.39,46575,36245,27.5899,30.27,30.23,17.310,2.137,7.84,-67.1,0.97,0.22,3.9,89.6,7.76,12.5
"2019/11/22","03:37:14",13.44,46048,35881,27.8700,29.93,29.85,17.315,2.141,7.84,-66.9,1.82,0.42,3.2,89.8,7.79,12.5
"2019/11/22","03:43:13",13.43,46167,35961,27.8079,30.00,29.94,17.320,2.144,7.84,-67.0,0.42,0.09,4.1,90.1,7.81,12.4
"2019/11/22","03:49:13",13.40,46318,36060,27.7318,30.10,30.05,17.328,2.149,7.84,-67.0,0.40,0.09,3.7,90.1,7.80,12.4
"2019/11/22","03:55:14",13.40,46395,36115,27.6891,30.15,30.10,17.333,2.153,7.84,-67.1,0.81,0.19,3.3,89.9,7.79,12.4
"2019/11/22","04:01:13",13.37,46620,36267,27.5735,30.30,30.26,17.338,2.156,7.84,-67.1,1.19,0.27,3.6,89.7,7.76,12.4
"2019/11/22","04:07:13",13.34,46911,36461,27.4266,30.49,30.47,17.341,2.158,7.85,-67.3,0.83,0.19,3.3,89.4,7.74,12.4
"2019/11/22","04:13:14",13.31,47055,36552,27.3584,30.58,30.57,17.345,2.160,7.85,-67.3,0.92,0.21,3.0,89.4,7.74,12.5
"2019/11/22","04:19:14",13.31,47079,36563,27.3497,30.60,30.59,17.348,2.162,7.85,-67.3,0.55,0.13,3.9,89.4,7.73,12.7
"2019/11/22","04:25:13",13.29,47155,36612,27.3132,30.65,30.65,17.350,2.163,7.85,-67.3,0.45,0.10,3.4,89.2,7.72,12.4
"2019/11/22","04:31:14",13.30,47109,36583,27.3350,30.62,30.61,17.350,2.164,7.85,-67.3,0.45,0.10,3.6,89.6,7.75,12.4
"2019/11/22","04:37:14",13.30,47100,36575,27.3409,30.61,30.61,17.351,2.164,7.85,-67.3,0.44,0.10,2.9,89.4,7.74,12.4
"2019/11/22","04:43:13",13.30,47086,36566,27.3475,30.60,30.60,17.349,2.163,7.85,-67.3,1.02,0.23,3.8,89.5,7.74,12.5
"2019/11/22","04:49:14",13.30,47101,36576,27.3402,30.61,30.61,17.348,2.162,7.85,-67.4,0.36,0.08,4.0,89.6,7.75,12.3
"2019/11/22","04:55:14",13.31,47054,36545,27.3635,30.58,30.57,17.348,2.162,7.85,-67.3,0.17,0.04,3.5,89.3,7.72,12.5
"2019/11/22","05:01:13",13.30,47076,36560,27.3526,30.60,30.59,17.346,2.161,7.85,-67.3,1.74,0.40,3.3,89.0,7.70,12.4
"2019/11/22","05:07:14",13.30,47072,36554,27.3570,30.59,30.59,17.345,2.160,7.84,-67.0,1.18,0.27,3.6,89.0,7.70,12.5
"2019/11/22","05:13:13",13.30,47060,36546,27.3628,30.58,30.58,17.342,2.159,7.84,-66.9,0.23,0.05,3.8,89.2,7.71,12.4
"2019/11/22","05:19:14",13.30,47063,36550,27.3599,30.59,30.58,17.339,2.156,7.84,-67.1,0.61,0.14,4.7,88.9,7.69,12.5
"2019/11/22","05:25:13",13.30,47115,36584,27.3343,30.62,30.62,17.335,2.154,7.84,-67.1,0.21,0.05,3.2,89.0,7.70,12.5
"2019/11/22","05:31:14",13.30,47010,36509,27.3906,30.55,30.54,17.331,2.151,7.84,-67.0,1.54,0.35,3.2,88.8,7.69,12.5
"2019/11/22","05:37:14",13.31,46874,36411,27.4641,30.46,30.44,17.325,2.147,7.84,-66.8,1.11,0.25,4.2,88.5,7.66,12.4
"2019/11/22","05:43:14",13.31,46876,36412,27.4633,30.46,30.45,17.320,2.143,7.84,-67.0,0.44,0.10,4.0,88.5,7.66,12.4
"2019/11/22","05:49:14",13.31,46775,36335,27.5217,30.40,30.37,17.314,2.139,7.84,-66.9,0.76,0.17,4.1,88.3,7.65,12.6
"2019/11/22","05:55:13",13.32,46821,36372,27.4936,30.43,30.41,17.306,2.133,7.84,-67.0,0.85,0.19,5.7,88.9,7.70,12.4
"2019/11/22","06:01:14",13.33,46719,36307,27.5431,30.36,30.33,17.295,2.127,7.84,-66.9,0.18,0.04,6.2,88.8,7.69,12.5
"2019/11/22","06:07:14",13.33,46783,36356,27.5054,30.40,30.38,17.284,2.119,7.84,-66.8,0.67,0.15,6.8,88.6,7.68,12.3
"2019/11/22","06:13:14",13.35,46576,36215,27.6129,30.27,30.23,17.272,2.111,7.84,-66.8,0.52,0.12,9.0,88.6,7.67,12.5
"2019/11/22","06:19:14",13.38,46268,36001,27.7770,30.07,30.01,17.260,2.103,7.83,-66.5,0.88,0.20,8.6,88.3,7.66,12.5
"2019/11/22","06:25:14",13.38,46269,36004,27.7747,30.07,30.01,17.250,2.095,7.84,-66.7,0.30,0.07,11.5,88.7,7.69,12.5
"2019/11/22","06:31:14",13.40,45880,35718,27.9972,29.82,29.73,17.238,2.088,7.83,-66.5,0.48,0.11,10.8,88.8,7.71,12.5
"2019/11/22","06:37:14",13.41,45549,35468,28.1946,29.60,29.49,17.228,2.082,7.83,-66.3,1.38,0.32,12.7,88.9,7.73,12.5
"2019/11/22","06:43:14",13.43,45387,35357,28.2826,29.50,29.38,17.215,2.073,7.83,-66.3,1.34,0.30,11.9,88.8,7.72,12.3
"2019/11/22","06:49:14",13.52,44181,34496,28.9887,28.71,28.52,17.200,2.064,7.82,-66.1,1.22,0.28,11.1,89.7,7.83,12.4
"2019/11/22","06:55:14",13.50,43932,34281,29.1704,28.55,28.34,17.190,2.057,7.82,-66.0,0.70,0.16,10.6,89.9,7.86,12.5
"2019/11/22","07:01:14",13.56,43342,33872,29.5228,28.17,27.92,17.176,2.048,7.82,-65.7,0.14,0.03,10.1,90.0,7.87,12.5
"2019/11/22","07:07:14",13.61,43044,33678,29.6932,27.97,27.71,17.165,2.041,7.81,-65.5,0.31,0.07,7.5,89.9,7.87,12.5
"2019/11/22","07:13:14",13.66,42534,33317,30.0143,27.64,27.34,17.151,2.032,7.81,-65.2,0.35,0.08,10.8,90.1,7.89,12.4
"2019/11/22","07:19:14",13.66,42123,32997,30.3057,27.38,27.05,17.140,2.024,7.80,-64.9,0.04,0.01,6.8,89.9,7.90,12.5
"2019/11/22","07:25:13",13.68,41824,32778,30.5079,27.18,26.84,17.127,2.016,7.80,-64.5,0.79,0.18,6.8,89.5,7.86,12.4
"2019/11/22","07:31:14",13.68,41913,32850,30.4417,27.24,26.90,17.115,2.008,7.79,-64.4,0.01,0.00,6.8,89.2,7.84,12.5
"2019/11/22","07:37:14",13.67,42097,32985,30.3164,27.36,27.03,17.101,1.998,7.80,-64.6,0.76,0.17,6.9,89.2,7.83,12.4
"2019/11/22","07:43:14",13.65,42314,33142,30.1735,27.50,27.19,17.087,1.988,7.80,-64.7,-0.54,-0.12,6.9,89.2,7.83,12.5
"2019/11/22","07:49:13",13.65,42290,33122,30.1913,27.48,27.17,17.069,1.976,7.80,-64.7,0.75,0.17,8.6,89.4,7.85,12.4
"2019/11/22","07:55:13",13.64,42560,33325,30.0073,27.66,27.36,17.049,1.961,7.80,-64.9,0.87,0.20,6.9,89.4,7.84,12.4
"2019/11/22","08:01:13",13.64,42522,33296,30.0337,27.64,27.34,17.021,1.942,7.80,-64.8,-0.26,-0.06,8.4,88.9,7.80,12.4
"2019/11/22","08:07:13",13.66,42090,32972,30.3290,27.35,27.03,16.986,1.918,7.80,-64.9,0.82,0.19,7.1,90.0,7.90,12.4
"2019/11/22","08:13:13",13.65,41907,32823,30.4662,27.23,26.90,16.963,1.903,7.80,-64.8,0.04,0.01,7.8,90.2,7.93,12.4
"2019/11/22","08:19:13",13.67,41722,32690,30.5899,27.11,26.77,16.936,1.884,7.80,-64.9,0.55,0.13,6.7,90.2,7.93,12.4
"2019/11/22","08:25:13",13.68,41892,32831,30.4589,27.23,26.89,16.916,1.870,7.80,-64.9,0.68,0.16,8.1,90.1,7.92,12.4
"2019/11/22","08:31:13",13.66,41370,32413,30.8517,26.89,26.52,16.889,1.852,7.80,-64.8,0.28,0.06,8.0,90.2,7.95,12.4
"2019/11/22","08:37:13",13.70,41456,32507,30.7627,26.94,26.58,16.869,1.838,7.80,-64.6,-0.33,-0.08,9.5,89.9,7.91,12.4
"2019/11/22","08:43:13",13.68,41543,32561,30.7120,27.00,26.64,16.851,1.826,7.80,-64.5,0.81,0.19,9.8,89.7,7.89,12.4
"2019/11/22","08:49:13",13.69,41535,32563,30.7101,26.99,26.64,16.831,1.812,7.80,-64.5,0.74,0.17,10.6,89.6,7.88,12.4
"2019/11/22","08:55:13",13.69,41628,32634,30.6430,27.05,26.70,16.812,1.798,7.80,-64.5,-0.39,-0.09,11.1,89.5,7.87,12.4
"2019/11/22","09:01:14",13.68,41752,32727,30.5562,27.13,26.79,16.792,1.784,7.79,-64.3,-0.57,-0.13,9.9,89.4,7.86,12.4
"2019/11/22","09:07:14",13.68,41717,32699,30.5817,27.11,26.76,16.774,1.772,7.79,-64.2,0.37,0.08,9.5,89.1,7.83,12.4
"2019/11/22","09:13:14",13.70,41322,32406,30.8582,26.85,26.48,16.762,1.764,7.79,-64.3,0.56,0.13,10.0,89.3,7.86,12.5
"2019/11/22","09:19:14",13.71,41253,32360,30.9020,26.81,26.44,16.748,1.755,7.79,-64.3,-0.43,-0.10,10.6,89.4,7.87,12.5
"2019/11/22","09:25:13",13.72,41293,32400,30.8638,26.84,26.46,16.738,1.748,7.79,-64.3,0.54,0.12,12.6,89.3,7.86,12.3
"2019/11/22","09:31:13",13.71,41391,32468,30.7997,26.90,26.53,16.728,1.740,7.79,-64.3,1.03,0.24,10.8,89.1,7.84,12.4
"2019/11/22","09:37:13",13.72,41346,32437,30.8294,26.87,26.50,16.717,1.733,7.79,-64.1,0.67,0.15,11.5,89.2,7.85,12.4
"2019/11/22","09:43:13",13.72,41293,32394,30.8703,26.84,26.46,16.706,1.726,7.79,-64.3,0.46,0.11,11.4,89.0,7.84,12.4
"2019/11/22","09:49:14",13.73,41197,32328,30.9328,26.77,26.40,16.699,1.721,7.79,-64.1,0.64,0.14,11.9,88.8,7.82,12.4
"2019/11/22","09:55:13",13.73,41157,32300,30.9599,26.75,26.37,16.693,1.717,7.79,-64.1,0.79,0.18,13.3,88.9,7.83,12.4
"2019/11/22","10:01:14",13.75,41042,32221,31.0359,26.67,26.29,16.688,1.714,7.79,-64.1,0.92,0.21,13.0,88.6,7.80,12.5
"2019/11/22","10:07:13",13.76,40732,31987,31.2628,26.47,26.07,16.684,1.711,7.78,-63.8,-0.11,-0.02,14.0,88.9,7.83,12.4
"2019/11/22","10:13:14",13.77,40651,31930,31.3188,26.42,26.01,16.680,1.708,7.79,-64.0,-0.29,-0.07,14.0,88.8,7.83,12.3
"2019/11/22","10:19:14",13.77,40654,31933,31.3154,26.42,26.01,16.677,1.706,7.79,-64.0,0.07,0.01,14.7,88.7,7.82,12.5
"2019/11/22","10:25:13",13.78,40505,31822,31.4250,26.32,25.91,16.675,1.705,7.79,-63.9,-0.39,-0.09,12.9,88.8,7.83,12.4
